,featureid,id,coverherb_0m,coverherb_5cm,cover_0m,cover_5cm,Plot #,GPS #,Date Harvested,% Cover,Height 1,Height 2,Height 3,Height 4,Average Height,Wet Weight (g),Dry Weight (g),Site,Type,Tree Species,Bag Size,Average Bag Weight (g),Wet Weight Without Bag (g),Dry Weight Without Bag (g),Water Weight (g),Max Height (cm),Max Height (m),0,25,50,75,98,100,mean,std,nlayers,gapsize,maxpeakh,ptoh,cscore,FHD,VDR,VDRpeak,meanpeakh,stdpeakh,cvpeakh,herbh,log(DryWeight)
84,Mpala03-85,85,0.8458330224703409,0.7791663558036742,0.8466666666666667,0.78,85.0,85.0,17/01/2022,100.0,33.0,36.0,39.0,45.0,38.25,412.1,372.35,Airstrip,IN,AM,big,32.334,379.766,340.016,39.75,45.0,0.45,0.055524569004774,0.1497833877801895,0.4480000138282776,0.7083097100257874,0.9942799997329712,1.0160000324249268,0.4515299797058105,0.3026001155376434,1.0,0.0,0.25,0.246504557965997,0.0967741935483871,1.597076229820042,0.6781495809555054,0.0,0.25,0.0,0.0,1.2187383426377822,5.828992675326505
85,Mpala03-86,86,0.2244897959183673,0.0,0.2244897959183673,0.0,86.0,86.0,17/01/2022,15.0,13.0,0.0,11.0,9.0,8.25,31.03,29.3,Airstrip,OUT,,small,16.0905,14.9395,13.2095,1.73,13.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05,1.6175730558047443,0.0161290322580645,-0.0,1.0,0.0,0.05,0.0,0.0,0.1832085589008133,2.5809362677043497
86,Mpala03-87,87,0.36363636363636365,0.18181818181818177,0.5113636363636364,0.3295454545454545,87.0,87.0,17/01/2022,100.0,17.0,27.0,27.0,23.0,23.5,208.49,199.92,Airstrip,IN,AM,big,32.334,176.156,167.586,8.57,27.0,0.27,0.0508396588265895,0.0684565547853708,0.1058242246508598,0.8680826425552368,1.923643147945404,1.940592885017395,0.5179222822189331,0.5711715221405029,2.0,1.95,2.0,1.0308272391457347,0.1129032258064516,1.3898380949233595,0.97262841463089,0.4875,1.025,0.975,1.051282051282051,0.4101988551149307,5.1214966523394025
87,Mpala03-88,88,0.2461538461538461,0.0,0.2461538461538461,0.0,88.0,88.0,17/01/2022,5.0,0.0,0.0,0.0,0.0,0.0,18.06,17.29,Airstrip,OUT,,small,16.0905,1.9695,1.1995,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05,2.691864593028089,0.0161290322580645,-0.0,1.0,0.0,0.05,0.0,0.0,0.1832085589008133,0.18190480329761222
88,Mpala03-89,89,0.4474517073226357,0.36311435792504526,0.6204819277108434,0.536144578313253,89.0,89.0,17/01/2022,100.0,46.0,42.0,26.0,47.0,40.25,255.83,233.39,Airstrip,IN,AM,big,32.334,223.496,201.056,22.44,47.0,0.47,0.0500360094010829,0.1167434733361005,0.2629238963127136,1.072942078113556,1.267996768951416,1.3465756177902222,0.5645707845687866,0.4825309813022613,2.0,1.0,1.25,0.9383354596015898,0.1129032258064516,1.555836360827305,0.9094029068946838,0.4,0.75,0.5,1.5,0.5346229269446889,5.3035834762205365
89,Mpala03-90,90,0.2727272727272727,0.0,0.2727272727272727,0.0,90.0,90.0,17/01/2022,20.0,2.0,1.0,15.0,0.0,4.5,30.81,28.62,Airstrip,OUT,,small,16.0905,14.7195,12.5295,2.19,15.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05,1.7901802774866415,0.0161290322580645,-0.0,1.0,0.0,0.05,0.0,0.0,0.1832085589008133,2.528085863881934
90,Mpala05-91,91,0.398319479107999,0.011222704914450607,0.4032258064516129,0.0161290322580645,91.0,91.0,19/01/2022,70.0,8.0,6.0,34.0,27.0,18.75,93.99,86.96,North,OUT,,small,16.0905,77.8995,70.8695,7.03,34.0,0.34,0.0541415065526962,0.0560004711151123,0.0578594356775283,0.0597184002399444,0.0614286476373672,0.0615773648023605,0.0578594356775283,0.0037179291248321,1.0,0.0,0.05,0.8727625151433993,0.032258064516129,0.0825649380358659,1.0,0.0,0.05,0.0,0.0,0.1891615409391877,4.260840157625837
91,Mpala05-92,92,0.1696428571428571,0.0,0.1696428571428571,0.0,92.0,92.0,19/01/2022,25.0,0.0,8.0,0.0,0.0,2.0,28.38,25.19,North,OUT,,small,16.0905,12.2895,9.0995,3.19,8.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05,2.185242727475415,0.032258064516129,0.0895780266675439,1.0,0.0,0.05,0.0,0.0,0.1721589886710147,2.2082194669583246
92,Mpala05-95,95,0.3783783783783784,0.0,0.3783783783783784,0.0,95.0,95.0,19/01/2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North,OUT,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05,2.264712565427983,0.0161290322580645,-0.0,1.0,0.0,0.05,0.0,0.0,0.1832085589008133,0.0
93,Mpala05-93,93,0.2727272727272727,0.0,0.2727272727272727,0.0,93.0,93.0,19/01/2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North,OUT,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05,2.9511902870052884,0.032258064516129,0.0445379124397734,1.0,0.0,0.05,0.0,0.0,0.1784981504471355,0.0
94,Mpala05-94,94,0.1690140845070422,0.0,0.1690140845070422,0.0,94.0,94.0,19/01/2022,30.0,0.0,0.0,5.0,4.0,2.25,28.52,23.79,North,OUT,,small,16.0905,12.4295,7.6995,4.73,5.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05,2.437111466886961,0.0161290322580645,-0.0,1.0,0.0,0.05,0.0,0.0,0.1832085589008133,2.0411553916863308
95,Mpala05-96,96,0.2868852459016393,0.0,0.2868852459016393,0.0,96.0,96.0,19/01/2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North,OUT,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05,1.9702297955448416,0.032258064516129,0.0475402577069805,1.0,0.0,0.05,0.0,0.0,0.1781135423191163,0.0
96,Mpala05-97,97,0.3072625698324022,0.0,0.3072625698324022,0.0,97.0,97.0,19/01/2022,20.0,3.0,3.0,0.0,4.0,2.5,37.31,33.16,North,OUT,,small,16.0905,21.2195,17.0695,4.15,4.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05,2.173762988720949,0.032258064516129,0.0345507670028156,1.0,0.0,0.05,0.0,0.0,0.1797317024746907,2.8372932452232837
97,Mpala05-101,101,0.4252252252252252,0.0,0.4252252252252252,0.0,101.0,101.0,19/01/2022,45.0,0.0,3.0,3.0,5.0,2.75,34.28,30.16,North,OUT,,small,16.0905,18.1895,14.0695,4.12,5.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05,2.0564303141496483,0.032258064516129,0.0596949584237306,1.0,0.0,0.05,0.0,0.0,0.176496910592717,2.6440093338921566
98,Mpala05-98,98,0.1704545454545454,0.0,0.1704545454545454,0.0,98.0,98.0,19/01/2022,35.0,3.0,2.0,0.0,7.0,3.0,24.46,28.03,North,OUT,,small,16.0905,8.3695,11.9395,-3.57,7.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05,1.7334227941465337,0.0161290322580645,-0.0,1.0,0.0,0.05,0.0,0.0,0.1832085589008133,2.479852231040729
99,Mpala05-99,99,0.3125,0.0,0.3125,0.0,99.0,99.0,19/01/2022,60.0,22.0,39.0,15.0,13.0,22.25,68.58,64.24,North,OUT,,small,16.0905,52.4895,48.1495,4.34,39.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05,1.4662505490830926,0.032258064516129,0.0671968803626978,1.0,0.0,0.05,0.0,0.0,0.1754543786093694,3.874310753974227
100,Mpala05-100,100,0.2937062937062937,0.0,0.2937062937062937,0.0,100.0,100.0,19/01/2022,55.0,0.0,4.0,4.0,4.0,3.0,33.96,30.05,North,OUT,,small,16.0905,17.8695,13.9595,3.91,4.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05,1.983077101014301,0.032258064516129,0.0736037987603155,1.0,0.0,0.05,0.0,0.0,0.1745386102502168,2.636160280073885
101,Mpala05-102,102,0.2385321100917431,0.0,0.2385321100917431,0.0,102.0,102.0,19/01/2022,65.0,4.0,4.0,6.0,0.0,3.5,37.08,33.92,North,OUT,,small,16.0905,20.9895,17.8295,3.16,6.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05,1.8996992111814968,0.032258064516129,0.0521719874638617,1.0,0.0,0.05,0.0,0.0,0.1775085049345044,2.8808543888570575
102,Mpala05-108,108,0.1428571428571429,0.0357142857142857,0.5803571428571429,0.4732142857142857,108.0,108.0,19/01/2022,100.0,23.0,29.0,25.0,38.0,28.75,204.86,193.01,North,OUT,,big,32.334,172.526,160.676,11.85,38.0,0.38,0.0504893884062767,0.8421259224414825,0.9530697464942932,1.0656911730766296,1.178895654678345,1.1870652437210083,0.869863748550415,0.320372611284256,2.0,0.95,1.0,0.842846181593691,0.0806451612903225,1.2772496538027702,0.9083922505378724,0.475,0.525,0.475,1.1052631578947367,0.2524032020272532,5.079389914981564
103,Mpala05-103,103,0.110091743119266,0.0,0.110091743119266,0.0,103.0,103.0,19/01/2022,50.0,11.0,14.0,2.0,16.0,10.75,139.42,115.48,North,OUT,,small,16.0905,123.3295,99.3895,23.94,16.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05,2.3435941571682557,0.0161290322580645,-0.0,1.0,0.0,0.05,0.0,0.0,0.1832085589008133,4.599046474280068
104,Mpala05-104,104,0.30547228957776806,0.023119348401297455,0.3176470588235294,0.0352941176470588,104.0,104.0,19/01/2022,15.0,0.0,0.0,0.0,3.0,0.75,21.4,20.26,North,IN,LYCIUM,small,16.0905,5.3095,4.1695,1.14,3.0,0.03,0.0558683425188064,0.0575236100703477,0.0591788776218891,0.0624847505241632,0.0655261535942554,0.0657906234264373,0.0602792799472808,0.0041248095221817,1.0,0.0,0.05,0.7745161763332686,0.0483870967741935,0.2633069976546135,1.0,0.0,0.05,0.0,0.0,0.1810096409406857,1.427796124544903
105,Mpala05-105,105,0.06336897323698987,0.06336897323698987,0.863849765258216,0.863849765258216,105.0,105.0,19/01/2022,100.0,33.0,40.0,33.0,37.0,35.75,130.71,115.82,North,OUT,,small,16.0905,114.6195,99.7295,14.89,40.0,0.4,0.0562544018030166,0.410910852253437,1.1581279635429382,1.4588192403316498,1.7185163950920106,1.9518914222717283,0.9736480712890624,0.5330820083618164,2.0,1.0,1.5,0.8242246905015626,0.1451612903225806,1.875129016971634,0.4210275113582611,0.3333333333333333,1.0,0.5,2.0,0.2136071672664102,4.60246152086466
106,Mpala05-106,106,0.21159001763633303,0.03954700688364484,0.2258064516129032,0.053763440860215,106.0,106.0,19/01/2022,50.0,21.0,20.0,22.0,2.0,16.25,61.31,55.94,North,OUT,,small,16.0905,45.2195,39.8495,5.37,22.0,0.22,0.0510235801339149,0.0526024103164672,0.0529787801206111,0.064738392829895,0.0718627351522445,0.0724822431802749,0.0587650835514068,0.0084288986399769,1.0,0.0,0.05,0.7100536281021712,0.0483870967741935,0.2682855589046615,1.0,0.0,0.05,0.0,0.0,0.197114865607159,3.685109858106066
107,Mpala05-107,107,0.5208333333333334,0.2291666666666666,0.5208333333333334,0.2291666666666666,107.0,107.0,19/01/2022,95.0,20.0,30.0,26.0,30.0,26.5,182.06,163.87,North,IN,CROTON,big,32.334,149.726,131.536,18.19,30.0,0.3,0.0518744811415672,0.0581979993730783,0.0746389999985694,0.0882741920650005,0.1329546749591827,0.1348130851984024,0.0793826058506965,0.027292151004076,1.0,0.0,0.05,0.3708838791606597,0.032258064516129,0.5382674532283412,0.9422844052314758,0.0,0.05,0.0,0.0,0.3004495884593349,4.8792805784097775
108,Mpala05-111,111,0.35075766451908075,0.03825766451908075,0.3625,0.05,111.0,111.0,19/01/2022,20.0,0.0,0.0,13.0,7.0,5.0,81.16,58.03,North,OUT,,big,32.334,48.826,25.696,23.13,13.0,0.13,0.0511478446424007,0.0531206177547574,0.0537962336093187,0.0545453298836946,0.056563087105751,0.056738544255495,0.053869716823101,0.0019780173897743,1.0,0.0,0.05,0.8874863943945418,0.032258064516129,0.1985152433458726,1.0,0.0,0.05,0.0,0.0,0.203030658076323,3.246335337764351
109,Mpala05-109,109,0.10012177204451497,0.01501538906579157,0.1063829787234042,0.0212765957446808,109.0,109.0,19/01/2022,75.0,15.0,27.0,21.0,4.0,16.75,157.12,125.06,North,OUT,,big,32.334,124.786,92.726,32.06,27.0,0.27,0.0529982149600982,0.0529982149600982,0.0529982149600982,0.0529982149600982,0.0529982149600982,0.0529982149600982,0.0529982149600982,0.0,1.0,0.0,0.05,0.9434280010684212,0.032258064516129,0.1029666604654124,1.0,0.0,0.05,0.0,0.0,0.1911446572184411,4.529648907895555
110,Mpala05-110,110,0.13278120838406648,0.016502138616624574,0.1395348837209302,0.0232558139534883,110.0,110.0,19/01/2022,70.0,0.0,2.0,48.0,6.0,14.0,73.25,66.92,North,OUT,,small,16.0905,57.1595,50.8295,6.33,48.0,0.48,0.0600203312933445,0.0600203312933445,0.0600203312933445,0.0600203312933445,0.0600203312933445,0.0600203312933445,0.0600203312933445,0.0,1.0,0.0,0.05,0.8330510499122216,0.032258064516129,0.110453046672598,1.0,0.0,0.05,0.0,0.0,0.1919183921029718,3.9284768946998265
111,Mpala05-112,112,0.0675675675675676,0.0,0.4414414414414415,0.3738738738738739,112.0,112.0,19/01/2022,100.0,20.0,15.0,13.0,34.0,20.5,379.42,292.43,North,IN,AM,big,32.334,347.086,260.096,86.99,34.0,0.34,0.050771702080965,1.0881282687187197,1.444091558456421,2.487643003463745,2.706239700317383,2.789058923721313,1.700040340423584,0.7435914874076843,3.0,1.25,2.5,0.9045091846556498,0.1612903225806451,1.843510899253411,0.6791887283325195,0.5,1.2666666666666666,1.000277739208244,1.2663149613519131,0.204422221349332,5.561050793635853
112,Mpala05-113,113,0.23116345446466502,0.015973581046943533,0.240506329113924,0.0253164556962025,113.0,113.0,19/01/2022,100.0,39.0,15.0,19.0,33.0,26.5,209.57,185.2,North,IN,CROTON,big,32.334,177.236,152.866,24.37,39.0,0.39,0.053683616220951,0.0543468277901411,0.0550100393593311,0.0556732509285211,0.0562834055721759,0.0563364624977111,0.0550100393593311,0.00132642313838,1.0,0.0,0.05,0.8928502024988653,0.0483870967741935,0.23547067224597,1.0,0.0,0.05,0.0,0.0,0.1761912902708541,5.029561720647188
113,Mpala05-114,114,0.4311926605504587,0.0,0.4311926605504587,0.0,114.0,114.0,19/01/2022,25.0,2.0,0.0,4.0,0.0,1.5,58.5,48.71,North,OUT,,small,16.0905,42.4095,32.6195,9.79,4.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05,1.1518407237824866,0.032258064516129,0.0521719874638617,1.0,0.0,0.05,0.0,0.0,0.1775085049345044,3.484910269055773
114,Mpala05-115,115,0.23076923076923078,0.0,0.2403846153846154,0.0096153846153846,115.0,115.0,19/01/2022,50.0,4.0,0.0,3.0,4.0,2.75,48.54,39.0,North,OUT,,small,16.0905,32.4495,22.9095,9.54,4.0,0.04,1.5015708208084106,1.5015708208084106,1.5015708208084106,1.5015708208084106,1.5015708208084106,1.5015708208084106,1.5015708208084106,0.0,2.0,1.7,1.75,1.1654461952436188,0.0483870967741935,0.1840826879303073,1.0,0.4857142857142857,0.9,0.85,1.0588235294117647,0.1715390729422011,3.131551671696473
115,Mpala05-116,116,0.14796617456285094,0.03432981092648726,0.1590909090909091,0.0454545454545454,116.0,116.0,19/01/2022,75.0,0.0,12.0,21.0,8.0,10.25,131.82,112.61,North,OUT,,big,32.334,99.486,80.276,19.21,21.0,0.21,0.0659684836864471,0.0659928377717733,0.0660171918570995,0.0660415459424257,0.0660639517009258,0.0660659000277519,0.0660171955823898,4.8708170652389526e-05,1.0,0.0,0.05,0.7568200838707532,0.032258064516129,0.1849073991677757,1.0,0.0,0.05,0.0,0.0,0.2010511680765441,4.385470697076436
116,Mpala05-117,117,0.2085402657331793,0.06409582128873492,0.3981481481481481,0.2537037037037037,117.0,117.0,19/01/2022,100.0,39.0,34.0,39.0,44.0,39.0,295.41,272.67,North,IN,BALANITES,big,32.334,263.076,240.336,22.74,44.0,0.44,0.0525394938886165,1.7565044164657593,2.0200095176696777,2.206976890563965,2.471997499465943,2.5706770420074463,1.666274070739746,0.8506225943565369,2.0,2.2,2.25,0.8904957697722761,0.1290322580645161,1.3005352490033415,0.9908431768417358,0.4888888888888889,1.15,1.1,1.0454545454545452,0.2422874638662046,5.482037944255699
117,Mpala05-118,118,0.4705882352941176,0.2605042016806723,0.4747899159663865,0.2647058823529412,118.0,118.0,19/01/2022,90.0,25.0,19.0,15.0,33.0,23.0,112.97,103.1,North,IN,CROTON,big,32.334,80.636,70.766,9.87,33.0,0.33,0.0508695729076862,0.0622267145663499,0.0775791145861148,0.0986163578927517,0.5985552817583072,1.3449478149414062,0.1209835857152938,0.2210884094238281,2.0,1.45,1.5,2.109955576751475,0.0483870967741935,0.6195637480528041,1.0,0.4833333333333333,0.775,0.725,1.0689655172413794,0.3191240752563395,4.259378659365544
118,Mpala05-119,119,0.7227938194148199,0.5535630501840507,0.7230769230769231,0.5538461538461539,119.0,119.0,19/01/2022,100.0,30.0,40.0,46.0,27.0,35.75,523.81,457.3,North,OUT,,big,32.334,491.476,424.966,66.51,46.0,0.46,0.0611055307090282,0.1117265298962593,0.1278510242700576,0.182849008589983,0.2504930451512335,0.2831259369850158,0.1417219042778015,0.0546233691275119,1.0,0.0,0.25,0.8829992852729384,0.0483870967741935,0.757637097253526,0.760538637638092,0.0,0.25,0.0,0.0,0.495399565490823,6.052009165724246
119,Mpala05-120,120,0.6167251079672089,0.39258717693272605,0.6896551724137931,0.4655172413793103,120.0,120.0,19/01/2022,100.0,28.0,49.0,33.0,27.0,34.25,402.38,362.15,North,IN,CROTON,big,32.334,370.046,329.816,40.23,49.0,0.49,0.0506082512438297,0.0721070189028978,0.1049577556550502,0.2046445310115814,1.095126612186431,1.4177029132843018,0.2599464356899261,0.3453806340694427,1.0,0.0,0.05,0.0360064008800149,0.0967741935483871,1.079540937885932,0.962884485721588,0.0,0.05,0.0,0.0,0.4425140655245289,5.798534923199782
120,Mpala07-125,125,0.6136363636363636,0.3863636363636363,0.6136363636363636,0.3863636363636363,125.0,125.0,20/01/2022,100.0,24.0,25.0,30.0,38.0,29.25,230.04,216.85,Segera Border,OUT,,big,32.334,197.706,184.516,13.19,38.0,0.38,0.0510409548878669,0.064882107079029,0.082435093820095,0.117526376619935,0.1781120014190672,0.2056991308927536,0.09444110840559,0.0366218723356723,1.0,0.0,0.05,0.2542682097293043,0.0483870967741935,0.7236808002144344,0.8954492807388306,0.0,0.05,0.0,0.0,0.3824912277383436,5.217736180587754
121,Mpala07-122,122,0.08433734939759041,0.0,0.4578313253012048,0.3734939759036144,122.0,122.0,20/01/2022,100.0,24.0,30.0,33.0,25.0,28.0,218.62,205.32,Segera Border,IN,AD,big,32.334,186.286,172.986,13.3,33.0,0.33,0.0504154525697231,1.0407169461250303,1.3093056678771973,1.5443769097328186,1.5964057445526123,1.6349879503250122,1.2562026977539062,0.3354314863681793,2.0,1.45,1.5,0.9239059390740936,0.1129032258064516,1.4404482106686394,0.4018890857696533,0.4833333333333333,0.775,0.725,1.0689655172413794,0.1712154039770308,5.153210666367695
122,Mpala07-124,124,0.014705882352941124,0.0,0.5441176470588235,0.5294117647058824,124.0,124.0,20/01/2022,100.0,19.0,18.0,20.0,25.0,20.5,203.44,189.39,Segera Border,IN,AM,big,32.334,171.106,157.056,14.05,25.0,0.25,0.0541470982134342,1.221463143825531,1.5034542083740234,1.8351965844631195,2.2260508728027344,2.298121929168701,1.4367363452911377,0.5148337483406067,2.0,1.7,1.75,0.7674616652033953,0.1774193548387097,1.9201721550867747,0.4726057648658752,0.4857142857142857,0.9,0.85,1.0588235294117647,0.2472115207279667,5.056602429648391
123,Mpala07-126,126,0.14572924878923305,0.037886111534331135,0.6372549019607843,0.5294117647058824,126.0,126.0,20/01/2022,100.0,23.0,14.0,17.0,35.0,22.25,107.06,102.0,Segera Border,IN,AD,big,32.334,74.726,69.666,5.06,35.0,0.35,0.050356239080429,1.115016222000122,1.2592281103134155,1.32438063621521,1.3926616191864014,1.4134880304336548,1.1180001497268677,0.3770764470100403,2.0,1.45,1.5,1.0690213162610926,0.0967741935483871,1.3493018371792882,0.3531131744384765,0.4833333333333333,0.775,0.725,1.0689655172413794,0.2432191688250884,4.243712393872924
124,Mpala07-127,127,0.7313432835820896,0.4776119402985074,0.7313432835820896,0.4776119402985074,127.0,127.0,20/01/2022,100.0,38.0,30.0,29.0,36.0,33.25,234.53,223.4,Segera Border,OUT,,big,32.334,202.196,191.066,11.13,38.0,0.38,0.0511236377060413,0.0647739302366972,0.0829612389206886,0.1064509823918342,0.1782169437408447,0.18150295317173,0.0902703776955604,0.032719898968935,1.0,0.0,0.05,0.2755312494453152,0.032258064516129,0.6921443948876715,0.7355573773384094,0.0,0.05,0.0,0.0,0.4440977937358035,5.252618918096289
125,Mpala07-128,128,0.2869265022093365,0.028861986080304207,0.3064516129032258,0.0483870967741935,128.0,128.0,20/01/2022,40.0,38.0,5.0,0.0,9.0,13.0,69.98,68.27,Segera Border,OUT,,big,32.334,37.646,35.936,1.71,38.0,0.38,0.0716847330331802,0.0728357210755348,0.0739867091178894,0.0780183561146259,0.0817274713516235,0.0820500031113624,0.0759071484208107,0.0044441549107432,1.0,0.0,0.05,0.6093844985250939,0.0483870967741935,0.3850155396712688,1.0,0.0,0.05,0.0,0.0,0.1692962091319242,3.5817395785560326
126,Mpala07-129,129,0.788659793814433,0.7371134020618557,0.788659793814433,0.7371134020618557,129.0,129.0,20/01/2022,90.0,27.0,18.0,20.0,20.0,21.25,142.96,132.69,Segera Border,IN,AD,big,32.334,110.626,100.356,10.27,27.0,0.27,0.0520568937063217,0.1126747503876686,0.5052553415298462,0.7115879952907562,0.8288132309913635,0.8475818634033203,0.4310625791549682,0.287038117647171,1.0,0.0,0.25,0.2953507522876745,0.0806451612903225,1.409172868893802,0.7100586891174316,0.0,0.25,0.0,0.0,1.1597678506790032,4.6087238641873896
