,featureid,id,coverherb_0m,coverherb_5cm,cover_0m,cover_5cm,Plot #,GPS #,Date Harvested,% Cover,Height 1,Height 2,Height 3,Height 4,Average Height,Wet Weight (g),Dry Weight (g),Site,Type,Tree Species,Bag Size,Average Bag Weight (g),Wet Weight Without Bag (g),Dry Weight Without Bag (g),Water Weight (g),Max Height (cm),Max Height (m),0,25,50,75,98,100,mean,std,nlayers,gapsize,maxpeakh,ptoh,cscore,FHD,VDR,VDRpeak,meanpeakh,stdpeakh,cvpeakh,herbh,PAIsum_0m,PAIsum_5cm,PAIsum_0mto1p5m,PAIsum_5cmto1p5m,PAImean_0mto1p5m,PAImean_5cmto1p5m,log(DryWeight)
32,Mpala02-54,54,0.0,0.0,0.0,0.0,54.0,54.0,15/01/2022,80.0,20.0,26.0,24.0,18.0,22.0,140.99,132.22,GLADE South,OUT,,small,16.0905,124.8995,116.1295,8.77,26.0,0.26,0.0266887079924345,0.0266887079924345,0.0266887079924345,0.0266887079924345,0.0266887079924345,0.0266887079924345,0.0266887079924345,0.0,1.0,0.0,0.02,0.7493805996779401,0.032258064516129,0.0965089607359473,1.0,0.0,0.02,0.0,0.0,0.1815717519276252,0.0,0.0,0.0,0.0,0.0,0.0,4.754705947728721
33,Mpala02-56,56,0.0,0.0,0.0,0.0,56.0,56.0,15/01/2022,60.0,14.0,26.0,3.0,11.0,13.5,64.75,57.78,GLADE South,IN,AE,small,16.0905,48.6595,41.6895,6.97,26.0,0.26,0.0203480627387762,0.0227099638432264,0.0233095064759254,0.0287896459922194,0.058551125973463,0.0640254169702529,0.0287671573460102,0.0119930543005466,3.0,1.25,2.25,0.9534264753534176,0.1129032258064516,1.2770483429692188,0.9940559267997742,0.5555555555555556,1.09,0.912615289520544,1.194369645694461,0.2858863164208062,0.0,0.0,0.0,0.0,0.0,0.0,3.730249298537024
34,Mpala02-57,57,0.0,0.0,0.0,0.0,57.0,57.0,15/01/2022,15.0,13.0,0.0,10.0,17.0,10.0,46.3,44.28,GLADE South,IN,AE,small,16.0905,30.2095,28.1895,2.02,17.0,0.17,0.0212855171412229,0.0244453642517328,0.0295611340552568,0.0365948937833309,0.0446031419932842,0.0452995114028453,0.0314372852444648,0.0086513301357626,2.0,1.98,2.0,0.6499205505437754,0.1612903225806451,1.900370948230617,0.4923396110534668,0.495,1.01,0.99,1.02020202020202,0.2489052425602213,0.0,0.0,0.0,0.0,0.0,0.0,3.338949568182628
35,Mpala02-58,58,0.0,0.0,0.0,0.0,58.0,58.0,15/01/2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GLADE South,OUT,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0203170254826545,0.0203187298029661,0.0205252347514033,0.0211105248890817,0.0221575399860739,0.0222485847771167,0.0209040194749832,0.0007943855016492,1.0,0.0,0.02,0.8989335816348417,0.032258064516129,0.2640520518256287,1.0,0.0,0.02,0.0,0.0,0.2088389055074661,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Mpala02-59,59,0.5182426632324831,0.07379821878803863,0.5277777777777778,0.0833333333333333,59.0,59.0,15/01/2022,30.0,10.0,7.0,18.0,22.0,14.25,44.34,42.13,GLADE South,OUT,,small,16.0905,28.2495,26.0395,2.21,22.0,0.22,0.0203501097857952,0.0226044170558452,0.0260086674243211,0.0291731171309947,0.0419825272262096,0.0438719056546688,0.0276460256427526,0.0068009332753717,1.0,0.0,0.02,0.4882918132349848,0.032258064516129,0.3226617101246003,1.0,0.0,0.02,0.0,0.0,0.2236830838549867,1.3495960837834973,0.17402275397925937,1.3495960837834973,0.17402275397925937,0.16869951047293716,0.02486039342560848,3.259614615927144
37,Mpala02-48,48,0.0,0.0,0.0,0.0,48.0,48.0,15/01/2022,70.0,5.0,16.0,38.0,19.0,19.5,64.15,61.5,GLADE South,,AE,small,16.0905,48.0595,45.4095,2.65,38.0,0.38,0.0200801808387041,0.0255316314287483,0.0331801865249872,0.0393960271030664,0.0711338844895362,0.0760770216584205,0.0366047099232673,0.0163717586547136,3.0,2.0,3.5,1.0169465318723003,0.1451612903225806,1.732127828307118,0.6948598623275757,0.5714285714285714,1.6733333333333331,1.4259811437120136,1.1734610522109918,0.2726144686409401,0.0,0.0,0.0,0.0,0.0,0.0,3.8157213342586656
38,Mpala02-45,45,1.0,0.8,1.0,0.8,45.0,45.0,15/01/2022,20.0,0.0,0.0,6.0,6.0,3.0,34.76,33.68,GLADE South,OUT,,small,16.0905,18.6695,17.5895,1.08,6.0,0.06,0.0206783954054117,0.0224528117105364,0.025267120450735,0.0276000052690505,0.0351993335038423,0.0429310984909534,0.0258947182446718,0.0042159552685916,1.0,0.0,0.02,0.5443746963880692,0.032258064516129,0.6254913597255729,0.7361013889312744,0.0,0.02,0.0,0.0,0.3504831857575474,3.665162927496621,3.2188758248682015,3.665162927496621,3.2188758248682015,0.4581453659370776,0.4598394035526002,2.8673021331038475
39,Mpala02-44,44,1.0,0.0,1.0,0.0,44.0,44.0,15/01/2022,60.0,4.0,6.0,0.0,9.0,4.75,30.38,30.12,GLADE South,OUT,,small,16.0905,14.2895,14.0295,0.26,9.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.02,1.017288034877305,0.0161290322580645,-0.0,1.0,0.0,0.02,0.0,0.0,0.1731898427359353,inf,0.0,inf,0.0,inf,0.0,2.641162255560578
40,Mpala02-46,46,0.965613286356283,0.16561328635628297,1.0,0.2,46.0,46.0,15/01/2022,60.0,34.0,24.0,3.0,24.0,21.25,91.68,58.82,GLADE South,OUT,,small,16.0905,75.5895,42.7295,32.86,34.0,0.34,0.0224857237190008,0.0233598710037767,0.0237731989473104,0.0243180315010249,0.025485199727118,0.0255866926163434,0.0239047035574913,0.0011075783986598,1.0,0.0,0.02,0.78165632033368,0.032258064516129,0.2711893730418441,1.0,0.0,0.02,0.0,0.0,0.2104552793097254,3.665162927496621,0.44628710262841936,3.665162927496621,0.44628710262841936,0.4581453659370776,0.06375530037548847,3.7548895482067093
41,Mpala02-47,47,0.7142857142857143,0.4285714285714285,0.7142857142857143,0.4285714285714285,47.0,47.0,15/01/2022,40.0,33.0,24.0,24.0,22.0,25.75,68.48,69.85,GLADE South,,AE,small,16.0905,52.3895,53.7595,-1.37,33.0,0.33,0.0258044619113206,0.0525820078328251,0.0719376914203167,0.0823247022926807,0.0983199974894523,0.1019999980926513,0.0653962418437004,0.0205829869955778,3.0,1.5,2.75,0.9431385896044246,0.1451612903225806,1.9549856699526007,0.4094940423965454,0.3636363636363636,1.5833333333333333,1.0274023338281628,1.541103500742244,0.4855939580859565,1.7921760491132712,1.119231575870845,1.7921760491132712,1.119231575870845,0.2240220061391589,0.15989022512440645,3.9845203955764052
42,Mpala02-49,49,0.5848503439128017,0.20023495929741694,0.6153846153846154,0.2307692307692307,49.0,49.0,15/01/2022,80.0,22.0,9.0,22.0,15.0,17.0,167.01,156.75,GLADE South,OUT,,small,16.0905,150.9195,140.6595,10.26,22.0,0.22,0.0233455654233694,0.0245365612208843,0.0254200585186481,0.0287221958860754,0.0302111860364675,0.0302672255784273,0.0264196470379829,0.0026315429713577,1.0,0.0,0.02,0.6607807494009235,0.032258064516129,0.3078447159601636,1.0,0.0,0.02,0.0,0.0,0.2195675094330923,1.4957441604983839,0.524728528934982,1.4957441604983839,0.524728528934982,0.18696802006229798,0.07496121841928315,4.946342076202717
43,Mpala02-51,51,0.5454545454545454,0.0,0.5454545454545454,0.0,51.0,51.0,15/01/2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GLADE South,OUT,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0219981130212545,0.0219981130212545,0.0219981130212545,0.0219981130212545,0.0219981130212545,0.0219981130212545,0.0219981130212545,0.0,1.0,0.0,0.02,0.9091688901078032,0.032258064516129,0.079487003203037,1.0,0.0,0.02,0.0,0.0,0.1797099175844067,1.57691472072854,0.0,1.57691472072854,0.0,0.1971143400910675,0.0,0.0
44,Mpala02-50,50,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,50.0,50.0,15/01/2022,10.0,0.0,0.0,7.0,0.0,1.75,20.71,20.37,GLADE South,OUT,,small,16.0905,4.6195,4.2795,0.34,7.0,0.07,0.0200869031250476,0.0259630074724555,0.032319251447916,0.0384194711223244,0.0574776595085859,0.0607626028358936,0.0331235267221927,0.0092799440026283,1.0,0.0,0.25,4.126698438487614,0.032258064516129,0.6894083317065154,0.6462652087211609,0.0,0.25,0.0,0.0,0.4841924736925533,2.197224577336219,2.197224577336219,2.197224577336219,2.197224577336219,0.2746530721670274,0.3138892253337456,1.4538361803395272
45,Mpala02-52,52,0.0,0.0,0.0,0.0,52.0,52.0,15/01/2022,80.0,12.0,18.0,15.0,11.0,14.0,100.23,97.6,GLADE South,OUT,,small,16.0905,84.1395,81.5095,2.63,18.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.02,1.2532613628047404,0.0161290322580645,-0.0,1.0,0.0,0.02,0.0,0.0,0.1731898427359353,0.0,0.0,0.0,0.0,0.0,0.0,4.400719577870891
46,Mpala02-42,42,0.0,0.0,0.0,0.0,42.0,42.0,15/01/2022,60.0,24.0,4.0,26.0,30.0,21.0,149.08,136.23,GLADE South,,AE,small,16.0905,132.9895,120.1395,12.85,30.0,0.3,0.0207164883613586,0.0281435595825314,0.0319783501327037,0.034900601953268,0.0441766096651554,0.0451924726366996,0.0319965183734893,0.007235896307975,2.0,1.48,1.5,0.6684839823043026,0.1129032258064516,1.737984031948463,0.522314190864563,0.4933333333333333,0.76,0.74,1.027027027027027,0.2816616105107719,0.0,0.0,0.0,0.0,0.0,0.0,4.788653567602134
47,Mpala02-37,37,0.0,0.0,0.0,0.0,37.0,37.0,15/01/2022,40.0,23.0,3.0,16.0,0.0,10.5,97.65,93.59,GLADE South,OUT,,small,16.0905,81.5595,77.4995,4.06,23.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.02,1.2489548236078512,0.0161290322580645,-0.0,1.0,0.0,0.02,0.0,0.0,0.1731898427359353,0.0,0.0,0.0,0.0,0.0,0.0,4.350271484725587
48,Mpala02-36,36,0.0,0.0,0.0,0.0,36.0,36.0,15/01/2022,50.0,20.0,0.0,21.0,17.0,14.5,66.97,63.71,GLADE South,,AE,small,16.0905,50.8795,47.6195,3.26,21.0,0.21,0.0244814809411764,0.0261254981160163,0.0271631469950079,0.0316933710128068,0.0476858302205801,0.0499244816601276,0.0305497255176305,0.0074518038891255,4.0,1.73,4.0,0.9518470414270482,0.2258064516129032,2.206929680116846,0.3751622140407562,0.40625,2.1925,1.4861590594549428,1.4752795039341964,0.2762914362680729,0.0,0.0,0.0,0.0,0.0,0.0,3.8632423412135894
49,Mpala02-35,35,0.0,0.0,0.0,0.0,35.0,35.0,15/01/2022,70.0,3.0,0.0,15.0,11.0,7.25,54.82,53.85,GLADE South,OUT,,small,16.0905,38.7295,37.7595,0.97,15.0,0.15,0.022383177652955,0.0239241952076554,0.0274340286850929,0.035464771091938,0.0389786681532859,0.0391344204545021,0.0296756494790315,0.0064810323528945,1.0,0.0,0.02,0.51105905664943,0.032258064516129,0.3642146573019666,1.0,0.0,0.02,0.0,0.0,0.2368423453207573,0.0,0.0,0.0,0.0,0.0,0.0,3.6312370996642067
50,Mpala02-34,34,0.0,0.0,0.0,0.0,34.0,34.0,15/01/2022,40.0,0.0,0.0,11.0,24.0,8.75,54.39,53.26,GLADE South,OUT,,small,16.0905,38.2995,37.1695,1.13,24.0,0.24,0.0227817054837942,0.0267744231969118,0.0394394248723983,0.0610000006854534,0.0778982689976692,0.0806201174855232,0.0439683571457862,0.0182933714240789,1.0,0.0,0.02,0.2480770386323408,0.0483870967741935,0.779889290720744,0.8717596530914307,0.0,0.02,0.0,0.0,0.3907162151909117,0.0,0.0,0.0,0.0,0.0,0.0,3.6154885325103185
51,Mpala02-60,60,0.0,0.0,0.0,0.0,60.0,60.0,15/01/2022,10.0,12.0,2.0,0.0,0.0,3.5,19.41,19.3,GLADE South,OUT,,small,16.0905,3.3195,3.2095,0.11,12.0,0.12,0.0223830379545688,0.0418146289885044,0.0495003759860992,0.0555743016302585,0.0658649235963821,0.0659229606389999,0.0477030836045742,0.0114878471940755,1.0,0.0,0.02,0.3033844324668881,0.032258064516129,0.6921137666782082,0.7640529274940491,0.0,0.02,0.0,0.0,0.4438929177976518,0.0,0.0,0.0,0.0,0.0,0.0,1.1661151617696959
52,Mpala02-32,32,0.4545454545454545,0.3636363636363636,0.4545454545454545,0.3636363636363636,32.0,32.0,15/01/2022,5.0,0.0,0.0,0.0,4.0,1.0,19.24,19.19,GLADE South,OUT,,small,16.0905,3.1495,3.0995,0.05,4.0,0.04,0.0210780072957277,0.0332757532596588,0.0488944910466671,0.067915640771389,0.0814218568801879,0.0821707099676132,0.0514770671725273,0.0189907439053058,1.0,0.0,0.25,3.0424466345554886,0.032258064516129,0.6916588387203567,0.6967062950134277,0.0,0.25,0.0,0.0,0.474363647915321,1.0945906070947637,0.9039702474861141,1.0945906070947637,0.9039702474861141,0.13682382588684547,0.1291386067837306,1.131240808159837
53,Mpala02-33,33,0.5,0.5,0.5,0.5,33.0,33.0,15/01/2022,5.0,0.0,0.0,0.0,0.0,0.0,18.86,18.85,GLADE South,OUT,,small,16.0905,2.7695,2.7595,0.01,0.0,0.0,0.0263904742896556,0.0305181718431413,0.0380255244672298,0.0460109645500779,0.0667529486119747,0.0680000036954879,0.0400594323873519,0.012037687934935,1.0,0.0,0.02,0.2941176310748798,0.032258064516129,0.6600602334155767,0.8534426093101501,0.0,0.02,0.0,0.0,0.3815496328073625,1.3862943611198906,1.3862943611198906,1.3862943611198906,1.3862943611198906,0.17328679513998632,0.19804205158855578,1.015049503897419
54,Mpala02-31,31,0.6666666666666666,0.4444444444444444,0.6666666666666666,0.4444444444444444,31.0,31.0,15/01/2022,5.0,0.0,0.0,0.0,4.0,1.0,18.38,18.36,GLADE South,OUT,,small,16.0905,2.2895,2.2695,0.02,4.0,0.04,0.0206836853176355,0.0403586458414793,0.0603278875350952,0.068582396954298,0.0789906114339828,0.0797088220715522,0.053938552737236,0.0178350359201431,1.0,0.0,0.02,0.2513158262705885,0.032258064516129,0.6740507779895553,0.8138137459754944,0.0,0.02,0.0,0.0,0.3993910426462076,1.67820218636605,1.175573329804238,1.67820218636605,1.175573329804238,0.20977527329575624,0.16793904711489113,0.8195595429143832
55,Mpala02-39,39,0.1785714285714285,0.0714285714285714,0.1785714285714285,0.0714285714285714,39.0,39.0,15/01/2022,70.0,16.0,32.0,28.0,27.0,25.75,100.62,94.3,GLADE South,,AE,small,16.0905,84.5295,78.2095,6.32,32.0,0.32,0.0207105483859777,0.0219287369400262,0.0237712757661938,0.0245427889749407,0.0314759211614728,0.0322182402014732,0.024430975317955,0.0037675800267606,3.0,2.23,4.25,0.8536098131342551,0.1774193548387097,1.9425778121227493,0.2872362732887268,0.4705882352941176,2.1733333333333333,1.727740978529157,1.2579046051124594,0.2552524953944233,0.37487331492144993,0.14821594430744367,0.37487331492144993,0.14821594430744367,0.04685916436518124,0.02117370632963481,4.359391123548717
56,Mpala02-40,40,0.2,0.0,0.2,0.0,40.0,40.0,15/01/2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GLADE South,OUT,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0224310122430324,0.0224310122430324,0.0224310122430324,0.0224310122430324,0.0224310122430324,0.0224310122430324,0.0224310122430324,0.0,1.0,0.0,0.02,0.8916227133803301,0.032258064516129,0.098039113279732,1.0,0.0,0.02,0.0,0.0,0.1817462751176403,0.44628710262841936,0.0,0.44628710262841936,0.0,0.05578588782855242,0.0,0.0
57,Mpala02-41,41,0.4012671975721029,0.03618783249273782,0.4126984126984127,0.0476190476190476,41.0,41.0,15/01/2022,20.0,4.0,0.0,4.0,0.0,2.0,24.26,24.18,GLADE South,OUT,,small,16.0905,8.1695,8.0895,0.08,4.0,0.04,0.0212063137441873,0.0235077468678355,0.0258091799914836,0.0266819559037685,0.0274849097430706,0.0275547318160533,0.0248567406088113,0.0026778047904372,1.0,0.0,0.02,0.7258281493542971,0.032258064516129,0.1914440819577173,1.0,0.0,0.02,0.0,0.0,0.1947872309399237,1.0060908728940567,0.09758032833886389,1.0060908728940567,0.09758032833886389,0.1257613591117571,0.013940046905551983,2.090566924463254
58,Mpala02-38,38,0.0,0.0,0.0,0.0,38.0,38.0,15/01/2022,70.0,17.0,3.0,8.0,12.0,10.0,68.1,67.16,GLADE South,OUT,,small,16.0905,52.0095,51.0695,0.94,17.0,0.17,0.0205521117895841,0.0215103235095739,0.0224685352295637,0.0234267469495534,0.024308301731944,0.0243849586695432,0.0224685352295637,0.0019164234399795,1.0,0.0,0.02,0.8201777280426534,0.032258064516129,0.1788449127168475,1.0,0.0,0.02,0.0,0.0,0.1927330249978251,0.0,0.0,0.0,0.0,0.0,0.0,3.9331874501279755
59,Mpala02-43,43,0.0,0.0,0.0,0.0,43.0,43.0,15/01/2022,70.0,16.0,27.0,25.0,21.0,22.25,70.17,66.54,GLADE South,OUT,,small,16.0905,54.0795,50.4495,3.63,27.0,0.27,0.0200919862836599,0.0201641749590635,0.0205066092312335,0.0218024952337145,0.0358041402697563,0.0376964583992958,0.0231754835695028,0.0059692882932722,1.0,0.0,0.02,0.5305538198881201,0.032258064516129,0.3724807184521905,1.0,0.0,0.02,0.0,0.0,0.2397897412174902,0.0,0.0,0.0,0.0,0.0,0.0,3.9209728359477305
60,Mpala03-61,61,0.4166666666666667,0.3541666666666667,0.4166666666666667,0.3541666666666667,61.0,61.0,17/01/2022,50.0,3.0,13.0,44.0,48.0,27.0,152.57,138.62,Airstrip,OUT,,small,16.0905,136.4795,122.5295,13.95,48.0,0.48,0.0236654262989759,0.089965671300888,0.1145465895533561,0.1640108376741409,0.1925762379169464,0.1957384645938873,0.1152252182364463,0.0562049932777881,1.0,0.0,0.02,0.1021771578800081,0.032258064516129,0.6499878819913242,1.0,0.0,0.02,0.0,0.0,0.3711541595682577,1.003504655120632,0.8744276128454895,1.003504655120632,0.8744276128454895,0.125438081890079,0.1249182304064985,4.808351817319715
61,Mpala03-62,62,0.32762508000877133,0.11892942783485835,0.3478260869565217,0.1391304347826087,62.0,62.0,17/01/2022,60.0,10.0,0.0,10.0,21.0,10.25,59.67,57.4,Airstrip,OUT,,small,16.0905,43.5795,41.3095,2.27,21.0,0.21,0.0200581047683954,0.0258349431678652,0.0308969179168343,0.0354639962315559,0.0592000015079974,0.06700000166893,0.0322137884795665,0.0107889091596007,1.0,0.0,0.02,0.3680078413008335,0.0483870967741935,0.549063417907881,1.0,0.0,0.02,0.0,0.0,0.2166052103895002,0.7677698001501201,0.2996245564573202,0.7677698001501201,0.2996245564573202,0.09597122501876501,0.04280350806533146,3.721092497728549
62,Mpala03-63,63,0.3064516129032258,0.1612903225806451,0.3064516129032258,0.1612903225806451,63.0,63.0,17/01/2022,70.0,37.0,30.0,7.0,45.0,29.75,218.58,200.57,Airstrip,OUT,,big,32.334,186.246,168.236,18.01,45.0,0.45,0.0221118833869695,0.0314606949687004,0.0417807288467884,0.0920367091894149,0.1605123309791088,0.1697620749473571,0.0651688426733017,0.0465570762753486,1.0,0.0,0.02,0.1178119436052013,0.032258064516129,0.441803348010016,1.0,0.0,0.02,0.0,0.0,0.2633157966322824,0.665466275913268,0.3517813329273283,0.665466275913268,0.3517813329273283,0.0831832844891585,0.050254476132475474,5.125367755553075
63,Mpala03-64,64,0.543859649122807,0.543859649122807,0.543859649122807,0.543859649122807,64.0,64.0,17/01/2022,100.0,36.0,41.0,55.0,56.0,47.0,246.66,226.5,Airstrip,OUT,,big,32.334,214.326,194.166,20.16,56.0,0.56,0.0205143690109252,0.0367247518151998,0.0494840517640113,0.0725421532988548,0.1200254544615745,0.131808340549469,0.0566613860428333,0.0270942542701959,1.0,0.0,0.25,1.89669332727979,0.032258064516129,0.689294893666163,0.8237624168395996,0.0,0.25,0.0,0.0,0.4845944134349672,1.5699094596261363,1.5699094596261363,1.5699094596261363,1.5699094596261363,0.19623868245326703,0.2242727799465909,5.2687134632894566
64,Mpala03-65,65,0.7627118644067796,0.7457627118644068,0.7627118644067796,0.7457627118644068,65.0,65.0,17/01/2022,100.0,63.0,59.0,57.0,59.0,59.5,345.5,309.63,Airstrip,OUT,,big,32.334,313.166,277.296,35.87,63.0,0.63,0.0274816062301397,0.0457884753122925,0.1039092727005481,0.1453340724110603,0.2479715427756309,0.2535077631473541,0.1087247654795646,0.0653061643242836,1.0,0.0,0.25,0.9861630937695772,0.0483870967741935,0.6478364610013747,0.7812995314598083,0.0,0.25,0.0,0.0,0.6296093423605397,2.6782751767690773,2.644086310050477,2.6782751767690773,2.644086310050477,0.33478439709613467,0.37772661572149674,5.625085527707019
65,Mpala03-66,66,0.5151515151515151,0.4545454545454545,0.5151515151515151,0.4545454545454545,66.0,66.0,17/01/2022,90.0,25.0,30.0,33.0,29.0,29.25,204.53,182.31,Airstrip,OUT,,big,32.334,172.196,149.976,22.22,33.0,0.33,0.0209165159612894,0.0412967130541801,0.0681670904159545,0.0889708660542965,0.1233572347462176,0.1423320472240448,0.0675713941454887,0.0295058246701955,1.0,0.0,0.02,0.1405164921749352,0.032258064516129,0.6890092384766586,0.93369060754776,0.0,0.02,0.0,0.0,0.4302229124993504,1.337312321103299,1.2122716071406308,1.337312321103299,1.2122716071406308,0.16716404013791236,0.17318165816294726,5.01047528129489
66,Mpala03-68,68,0.22828055991386956,0.01161389324720286,0.2333333333333333,0.0166666666666666,68.0,68.0,17/01/2022,40.0,5.0,7.0,5.0,7.0,6.0,62.22,56.58,Airstrip,OUT,,small,16.0905,46.1295,40.4895,5.64,7.0,0.07,0.0360637120902538,0.0360637120902538,0.0360637120902538,0.0360637120902538,0.0360637120902538,0.0360637120902538,0.0360637120902538,0.0,1.0,0.0,0.02,0.5545740812800293,0.032258064516129,0.0847660757148099,1.0,0.0,0.02,0.0,0.0,0.1802717268114001,0.5220081576568465,0.03361423663276235,0.5220081576568465,0.03361423663276235,0.06525101970710581,0.004802033804680335,3.7010426812397426
67,Mpala03-67,67,0.2079169459660396,0.02273176078085439,0.2222222222222222,0.037037037037037,67.0,67.0,17/01/2022,10.0,0.0,5.0,2.0,0.0,1.75,38.87,36.18,Airstrip,OUT,,small,16.0905,22.7795,20.0895,2.69,5.0,0.05,0.0209567379206419,0.0242790728807449,0.0276014078408479,0.0292766261845827,0.0308178270608186,0.0309518445283174,0.0265033300966024,0.0041537028737366,1.0,0.0,0.02,0.6565891795074644,0.0483870967741935,0.3153962874226617,1.0,0.0,0.02,0.0,0.0,0.1611642344491059,0.4850694812577204,0.07548065596569394,0.4850694812577204,0.07548065596569394,0.06063368515721505,0.01078295085224199,3.0001972905131495
68,Mpala03-69,69,0.0588235294117647,0.0,0.0588235294117647,0.0,69.0,69.0,17/01/2022,5.0,0.0,1.0,4.0,4.0,2.25,20.07,19.55,Airstrip,OUT,,small,16.0905,3.9795,3.4595,0.52,4.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.02,6.5220961736339484,0.032258064516129,0.1326914208398717,1.0,0.0,0.02,0.0,0.0,0.1523734559973276,0.12124924363286971,0.0,0.12124924363286971,0.0,0.015156155454108713,0.0,1.2411240699567285
